Planet_Mass_Earth,Equilibrium_Temperature,Planet_Radius_Earth,Category,Category_Index,features_cat,rawPrediction,probability,prediction
23.6,635,5.25,Gas Giant,0.0,"[23.6,635.0,5.25]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
379.0,1060,3.0,Gas Giant,0.0,"[379.0,1060.0,3.0]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
43.86054,1324,9.785,Gas Giant,0.0,"[43.86054,1324.0,9.785]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
921.707,1448,11.994,Gas Giant,0.0,"[921.707,1448.0,11.994]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
235.1942,1468,17.878,Gas Giant,0.0,"[235.1942,1468.0,17.878]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
309.8827,1893,18.114,Gas Giant,0.0,"[309.8827,1893.0,18.114]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
9.1,279,2.1,Rocky Planet,1.0,"[9.1,279.0,2.1]","[1.0,9.0]","[0.1,0.9]",1.0
1652.70772,447,2.66,Gas Giant,0.0,"[1652.70772,447.0,2.66]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
8.0,695,7.0,Rocky Planet,1.0,"[8.0,695.0,7.0]","[0.0,10.0]","[0.0,1.0]",1.0
8.21,2300,1.725,Rocky Planet,1.0,"[8.21,2300.0,1.725]","[0.0,10.0]","[0.0,1.0]",1.0
1322.16617,254,11.949,Gas Giant,0.0,"[1322.16617,254.0,11.949]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
15.4,330,3.65,Gas Giant,0.0,"[15.4,330.0,3.65]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
8.0,600,3.195,Rocky Planet,1.0,"[8.0,600.0,3.195]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
457.67291,1570,13.574,Gas Giant,0.0,"[457.67291,1570.0,13.574]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
451.31634,2360,15.693,Gas Giant,0.0,"[451.31634,2360.0,15.693]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.37,395,2.19,Rocky Planet,1.0,"[6.37,395.0,2.19]","[0.0,10.0]","[0.0,1.0]",1.0
6.36,698,1.9,Rocky Planet,1.0,"[6.36,698.0,1.9]","[0.0,10.0]","[0.0,1.0]",1.0
8.8,531,2.77,Rocky Planet,1.0,"[8.8,531.0,2.77]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
5.39,800,2.91,Rocky Planet,1.0,"[5.39,800.0,2.91]","[0.0,10.0]","[0.0,1.0]",1.0
108.06,1300,12.22,Gas Giant,0.0,"[108.06,1300.0,12.22]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
750.39663,1733,14.874,Gas Giant,0.0,"[750.39663,1733.0,14.874]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
233.92288,1955,17.295,Gas Giant,0.0,"[233.92288,1955.0,17.295]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
9.2,1022,4.09,Rocky Planet,1.0,"[9.2,1022.0,4.09]","[1.0,9.0]","[0.1,0.9]",1.0
20.8,1199,2.854,Gas Giant,0.0,"[20.8,1199.0,2.854]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
10.0,1378,1.597,Rocky Planet,1.0,"[10.0,1378.0,1.597]","[2.5357142857142856,7.464285714285714]","[0.25357142857142856,0.7464285714285714]",1.0
230.10892,1028,12.016,Gas Giant,0.0,"[230.10892,1028.0,12.016]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
378.2177,1134,11.31,Gas Giant,0.0,"[378.2177,1134.0,11.31]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1064.72516,1728,14.572,Gas Giant,0.0,"[1064.72516,1728.0,14.572]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
177.98,1790,14.46,Gas Giant,0.0,"[177.98,1790.0,14.46]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2.0,2310,1.425,Rocky Planet,1.0,"[2.0,2310.0,1.425]","[0.0,10.0]","[0.0,1.0]",1.0
212.31044,1006,11.904,Gas Giant,0.0,"[212.31044,1006.0,11.904]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1.42,1617,1.166,Rocky Planet,1.0,"[1.42,1617.0,1.166]","[0.0,10.0]","[0.0,1.0]",1.0
5.72,2463,1.613,Rocky Planet,1.0,"[5.72,2463.0,1.613]","[0.0,10.0]","[0.0,1.0]",1.0
10.0,1075,2.428,Rocky Planet,1.0,"[10.0,1075.0,2.428]","[1.7607142857142857,8.239285714285714]","[0.17607142857142857,0.8239285714285713]",1.0
2.2,305,1.458,Rocky Planet,1.0,"[2.2,305.0,1.458]","[0.0,10.0]","[0.0,1.0]",1.0
11.26,1121,1.343,Gas Giant,0.0,"[11.26,1121.0,1.343]","[10.0,0.0]","[1.0,0.0]",0.0
1112.39942,440,2.91,Gas Giant,0.0,"[1112.39942,440.0,2.91]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
37.0,300,3.683,Gas Giant,0.0,"[37.0,300.0,3.683]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
9.8,973,3.486,Rocky Planet,1.0,"[9.8,973.0,3.486]","[2.630052705914775,7.369947294085225]","[0.2630052705914775,0.7369947294085225]",1.0
130.9453,689,10.604,Gas Giant,0.0,"[130.9453,689.0,10.604]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
343.0,737,11.6,Gas Giant,0.0,"[343.0,737.0,11.6]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
273.3338,1587,14.572,Gas Giant,0.0,"[273.3338,1587.0,14.572]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
371.85924,1890,13.675,Gas Giant,0.0,"[371.85924,1890.0,13.675]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.5,2015,1.639,Rocky Planet,1.0,"[7.5,2015.0,1.639]","[0.0,10.0]","[0.0,1.0]",1.0
629.14449,2069,14.897,Gas Giant,0.0,"[629.14449,2069.0,14.897]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1.58,581,1.206,Rocky Planet,1.0,"[1.58,581.0,1.206]","[0.0,10.0]","[0.0,1.0]",1.0
57.0,831,1.39,Gas Giant,0.0,"[57.0,831.0,1.39]","[10.0,0.0]","[1.0,0.0]",0.0
4.55,1371,2.05,Rocky Planet,1.0,"[4.55,1371.0,2.05]","[0.0,10.0]","[0.0,1.0]",1.0
753.2571,1679,15.648,Gas Giant,0.0,"[753.2571,1679.0,15.648]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
123.9537,1700,17.374,Gas Giant,0.0,"[123.9537,1700.0,17.374]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
158.915,206,9.18,Gas Giant,0.0,"[158.915,206.0,9.18]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
95.03117,1186,13.271,Gas Giant,0.0,"[95.03117,1186.0,13.271]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
188.47225,1783,15.648,Gas Giant,0.0,"[188.47225,1783.0,15.648]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.4,403,6.14,Rocky Planet,1.0,"[6.4,403.0,6.14]","[0.0,10.0]","[0.0,1.0]",1.0
85.3,759,12.0,Gas Giant,0.0,"[85.3,759.0,12.0]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
139.8452,1260,9.528,Gas Giant,0.0,"[139.8452,1260.0,9.528]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
344.52772,1642,10.985,Gas Giant,0.0,"[344.52772,1642.0,10.985]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
147.15455,687,11.545,Gas Giant,0.0,"[147.15455,687.0,11.545]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
331.0,745,11.29,Gas Giant,0.0,"[331.0,745.0,11.29]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
624.0,939,10.78,Gas Giant,0.0,"[624.0,939.0,10.78]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
835.57088,940,12.094,Gas Giant,0.0,"[835.57088,940.0,12.094]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
203.09235,1101,11.467,Gas Giant,0.0,"[203.09235,1101.0,11.467]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1332.605,1626,14.448,Gas Giant,0.0,"[1332.605,1626.0,14.448]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.83,2128,1.745,Rocky Planet,1.0,"[8.83,2128.0,1.745]","[0.0,10.0]","[0.0,1.0]",1.0
3.41,467,1.87,Rocky Planet,1.0,"[3.41,467.0,1.87]","[0.0,10.0]","[0.0,1.0]",1.0
29.32,1978,4.72,Gas Giant,0.0,"[29.32,1978.0,4.72]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.7,550,3.484,Rocky Planet,1.0,"[6.7,550.0,3.484]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
20.97667,966,2.713,Gas Giant,0.0,"[20.97667,966.0,2.713]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
366.77398,2113,15.861,Gas Giant,0.0,"[366.77398,2113.0,15.861]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
36.0,270,1.61,Gas Giant,0.0,"[36.0,270.0,1.61]","[10.0,0.0]","[1.0,0.0]",0.0
4.45,674,2.27,Rocky Planet,1.0,"[4.45,674.0,2.27]","[0.0,10.0]","[0.0,1.0]",1.0
69.28659,1445,12.072,Gas Giant,0.0,"[69.28659,1445.0,12.072]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
232.01474,1458,13.047,Gas Giant,0.0,"[232.01474,1458.0,13.047]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.52,602,2.852,Rocky Planet,1.0,"[8.52,602.0,2.852]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
21.8,1841,3.88,Gas Giant,0.0,"[21.8,1841.0,3.88]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
212.94503,378,11.097,Gas Giant,0.0,"[212.94503,378.0,11.097]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.9,805,2.836,Rocky Planet,1.0,"[8.9,805.0,2.836]","[0.0,10.0]","[0.0,1.0]",1.0
6.7,922,2.64,Rocky Planet,1.0,"[6.7,922.0,2.64]","[0.0,10.0]","[0.0,1.0]",1.0
231.69807,1623,16.018,Gas Giant,0.0,"[231.69807,1623.0,16.018]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
283.492,1652,15.984,Gas Giant,0.0,"[283.492,1652.0,15.984]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
953.49,1401,11.781,Gas Giant,0.0,"[953.49,1401.0,11.781]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
797.7533,1404,14.067,Gas Giant,0.0,"[797.7533,1404.0,14.067]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
375.0394,1588,14.415,Gas Giant,0.0,"[375.0394,1588.0,14.415]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
464.98529,1714,11.433,Gas Giant,0.0,"[464.98529,1714.0,11.433]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1.83705,584,1.192,Rocky Planet,1.0,"[1.83705,584.0,1.192]","[0.0,10.0]","[0.0,1.0]",1.0
9.6,665,2.587,Rocky Planet,1.0,"[9.6,665.0,2.587]","[0.0,10.0]","[0.0,1.0]",1.0
30.8,700,4.7,Gas Giant,0.0,"[30.8,700.0,4.7]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
74.1,798,9.073,Gas Giant,0.0,"[74.1,798.0,9.073]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
167.49641,1021,12.576,Gas Giant,0.0,"[167.49641,1021.0,12.576]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
19.5,652,2.951,Gas Giant,0.0,"[19.5,652.0,2.951]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
1.86,773,1.264,Rocky Planet,1.0,"[1.86,773.0,1.264]","[0.0,10.0]","[0.0,1.0]",1.0
285.72917,1520,14.773,Gas Giant,0.0,"[285.72917,1520.0,14.773]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2.33,595,1.242,Rocky Planet,1.0,"[2.33,595.0,1.242]","[0.0,10.0]","[0.0,1.0]",1.0
136.66622,1074,13.305,Gas Giant,0.0,"[136.66622,1074.0,13.305]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
12.6,1153,2.44,Gas Giant,0.0,"[12.6,1153.0,2.44]","[10.0,0.0]","[1.0,0.0]",0.0
2.4,1299,0.853,Rocky Planet,1.0,"[2.4,1299.0,0.853]","[0.0,10.0]","[0.0,1.0]",1.0
85.81,1330,12.11,Gas Giant,0.0,"[85.81,1330.0,12.11]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
225.65817,1376,15.278,Gas Giant,0.0,"[225.65817,1376.0,15.278]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
17.0,243,3.87,Gas Giant,0.0,"[17.0,243.0,3.87]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
42.44,385,3.89,Gas Giant,0.0,"[42.44,385.0,3.89]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
82.63539,690,8.295,Gas Giant,0.0,"[82.63539,690.0,8.295]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
425.25654,814,8.709,Gas Giant,0.0,"[425.25654,814.0,8.709]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
81.7,1038,8.14,Gas Giant,0.0,"[81.7,1038.0,8.14]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
743.71847,636,11.545,Gas Giant,0.0,"[743.71847,636.0,11.545]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.5,781,2.089,Rocky Planet,1.0,"[4.5,781.0,2.089]","[0.0,10.0]","[0.0,1.0]",1.0
241.5508,818,10.581,Gas Giant,0.0,"[241.5508,818.0,10.581]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
53.83,125,8.4,Gas Giant,0.0,"[53.83,125.0,8.4]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
24.5,795,2.63,Gas Giant,0.0,"[24.5,795.0,2.63]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
6.4,1005,2.401,Rocky Planet,1.0,"[6.4,1005.0,2.401]","[0.0,10.0]","[0.0,1.0]",1.0
203.41018,1100,11.209,Gas Giant,0.0,"[203.41018,1100.0,11.209]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
292.72143,1367,14.022,Gas Giant,0.0,"[292.72143,1367.0,14.022]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1000.21101,1413,12.767,Gas Giant,0.0,"[1000.21101,1413.0,12.767]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
291.438,1442,16.14,Gas Giant,0.0,"[291.438,1442.0,16.14]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
259.98494,1218,11.31,Gas Giant,0.0,"[259.98494,1218.0,11.31]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
492.62,1480,12.464,Gas Giant,0.0,"[492.62,1480.0,12.464]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
404.263,1516,12.745,Gas Giant,0.0,"[404.263,1516.0,12.745]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.32,734,2.18,Rocky Planet,1.0,"[7.32,734.0,2.18]","[0.0,10.0]","[0.0,1.0]",1.0
13.5,784,2.587,Gas Giant,0.0,"[13.5,784.0,2.587]","[10.0,0.0]","[1.0,0.0]",0.0
1036.12061,906,11.882,Gas Giant,0.0,"[1036.12061,906.0,11.882]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
589.55,1359,14.594,Gas Giant,0.0,"[589.55,1359.0,14.594]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.3,699,2.388,Rocky Planet,1.0,"[6.3,699.0,2.388]","[0.0,10.0]","[0.0,1.0]",1.0
32.10083,1270,7.062,Gas Giant,0.0,"[32.10083,1270.0,7.062]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
140.16303,1630,18.181,Gas Giant,0.0,"[140.16303,1630.0,18.181]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
9.72,931,2.328,Rocky Planet,1.0,"[9.72,931.0,2.328]","[1.7607142857142857,8.239285714285714]","[0.17607142857142857,0.8239285714285713]",1.0
256.17098,1128,12.621,Gas Giant,0.0,"[256.17098,1128.0,12.621]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
204.68252,1338,11.769,Gas Giant,0.0,"[204.68252,1338.0,11.769]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
189.10885,1312,15.02,Gas Giant,0.0,"[189.10885,1312.0,15.02]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
129.03833,1512,14.28,Gas Giant,0.0,"[129.03833,1512.0,14.28]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
228.0,1603,13.72,Gas Giant,0.0,"[228.0,1603.0,13.72]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
588.0,837,10.42,Gas Giant,0.0,"[588.0,837.0,10.42]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
183.38791,1296,10.593,Gas Giant,0.0,"[183.38791,1296.0,10.593]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2946.26933,191,9.42,Gas Giant,0.0,"[2946.26933,191.0,9.42]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
88.35674,1119,12.218,Gas Giant,0.0,"[88.35674,1119.0,12.218]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1.75,568,1.09,Rocky Planet,1.0,"[1.75,568.0,1.09]","[0.0,10.0]","[0.0,1.0]",1.0
211.35589,604,11.4,Gas Giant,0.0,"[211.35589,604.0,11.4]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
352.78953,1633,13.137,Gas Giant,0.0,"[352.78953,1633.0,13.137]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
14.5,464,3.514,Gas Giant,0.0,"[14.5,464.0,3.514]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
792.635,1344,14.056,Gas Giant,0.0,"[792.635,1344.0,14.056]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
731.00534,605,12.285,Gas Giant,0.0,"[731.00534,605.0,12.285]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2.46,903,1.325,Rocky Planet,1.0,"[2.46,903.0,1.325]","[0.0,10.0]","[0.0,1.0]",1.0
117.59651,1471,12.845,Gas Giant,0.0,"[117.59651,1471.0,12.845]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1538.2972,1605,12.801,Gas Giant,0.0,"[1538.2972,1605.0,12.801]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
30.3,1722,3.82,Gas Giant,0.0,"[30.3,1722.0,3.82]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
4.04,2130,1.31,Rocky Planet,1.0,"[4.04,2130.0,1.31]","[0.0,10.0]","[0.0,1.0]",1.0
79.77493,555,8.339,Gas Giant,0.0,"[79.77493,555.0,8.339]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
211.99261,1192,13.126,Gas Giant,0.0,"[211.99261,1192.0,13.126]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
317.82,1544,12.22,Gas Giant,0.0,"[317.82,1544.0,12.22]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.4,297,1.33,Rocky Planet,1.0,"[7.4,297.0,1.33]","[0.0,10.0]","[0.0,1.0]",1.0
4.3,495,0.861,Rocky Planet,1.0,"[4.3,495.0,0.861]","[0.0,10.0]","[0.0,1.0]",1.0
10.2,714,2.79,Gas Giant,0.0,"[10.2,714.0,2.79]","[8.919771320633389,1.0802286793666105]","[0.891977132063339,0.10802286793666105]",0.0
46.1687,895,6.956,Gas Giant,0.0,"[46.1687,895.0,6.956]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1910.14873,1180,12.229,Gas Giant,0.0,"[1910.14873,1180.0,12.229]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
638.8351,2097,13.978,Gas Giant,0.0,"[638.8351,2097.0,13.978]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.82,431,2.562,Rocky Planet,1.0,"[8.82,431.0,2.562]","[0.0,10.0]","[0.0,1.0]",1.0
5.0,520,1.798,Rocky Planet,1.0,"[5.0,520.0,1.798]","[0.0,10.0]","[0.0,1.0]",1.0
331.801,1428,14.348,Gas Giant,0.0,"[331.801,1428.0,14.348]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
403.945,1689,14.247,Gas Giant,0.0,"[403.945,1689.0,14.247]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
38.0,434,5.45,Gas Giant,0.0,"[38.0,434.0,5.45]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.11,642,2.39,Rocky Planet,1.0,"[8.11,642.0,2.39]","[0.0,10.0]","[0.0,1.0]",1.0
