Planet_Mass_Earth,Equilibrium_Temperature,Planet_Radius_Earth,Category,Category_Index,features_cat,rawPrediction,probability,prediction
889.9,1660,11.77,Gas Giant,0.0,"[889.9,1660.0,11.77]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
11.84,499,3.12,Gas Giant,0.0,"[11.84,499.0,3.12]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
13.9,594,4.57,Gas Giant,0.0,"[13.9,594.0,4.57]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
5.4,938,2.213,Rocky Planet,1.0,"[5.4,938.0,2.213]","[0.0,10.0]","[0.0,1.0]",1.0
3.87,315,0.958,Rocky Planet,1.0,"[3.87,315.0,0.958]","[0.0,10.0]","[0.0,1.0]",1.0
2.5,634,2.651,Rocky Planet,1.0,"[2.5,634.0,2.651]","[0.0,10.0]","[0.0,1.0]",1.0
3.7,701,0.892,Rocky Planet,1.0,"[3.7,701.0,0.892]","[0.0,10.0]","[0.0,1.0]",1.0
100.11645,804,9.494,Gas Giant,0.0,"[100.11645,804.0,9.494]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
734.18362,1472,12.442,Gas Giant,0.0,"[734.18362,1472.0,12.442]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1102.82,1550,14.68,Gas Giant,0.0,"[1102.82,1550.0,14.68]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
791.3967,1557,12.812,Gas Giant,0.0,"[791.3967,1557.0,12.812]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
13.0,1285,2.296,Gas Giant,0.0,"[13.0,1285.0,2.296]","[10.0,0.0]","[1.0,0.0]",0.0
34.00764,1185,5.066,Gas Giant,0.0,"[34.00764,1185.0,5.066]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
63.9,1393,10.124,Gas Giant,0.0,"[63.9,1393.0,10.124]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.15,488,2.355,Rocky Planet,1.0,"[6.15,488.0,2.355]","[0.0,10.0]","[0.0,1.0]",1.0
3.34,693,2.13,Rocky Planet,1.0,"[3.34,693.0,2.13]","[0.0,10.0]","[0.0,1.0]",1.0
73.0,1040,8.54,Gas Giant,0.0,"[73.0,1040.0,8.54]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
489.45575,1278,12.588,Gas Giant,0.0,"[489.45575,1278.0,12.588]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
3.9,533,1.94,Rocky Planet,1.0,"[3.9,533.0,1.94]","[0.0,10.0]","[0.0,1.0]",1.0
31.46517,1085,6.793,Gas Giant,0.0,"[31.46517,1085.0,6.793]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
117.5971,587,11.478,Gas Giant,0.0,"[117.5971,587.0,11.478]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
37.18611,910,8.967,Gas Giant,0.0,"[37.18611,910.0,8.967]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
194.82979,1277,14.123,Gas Giant,0.0,"[194.82979,1277.0,14.123]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
63.88351,1352,10.929,Gas Giant,0.0,"[63.88351,1352.0,10.929]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.04,359,2.39,Rocky Planet,1.0,"[8.04,359.0,2.39]","[0.0,10.0]","[0.0,1.0]",1.0
124.90656,414,9.606,Gas Giant,0.0,"[124.90656,414.0,9.606]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.74,1015,1.602,Rocky Planet,1.0,"[4.74,1015.0,1.602]","[0.0,10.0]","[0.0,1.0]",1.0
24.472,1650,4.002,Gas Giant,0.0,"[24.472,1650.0,4.002]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
5.4,588,3.431,Rocky Planet,1.0,"[5.4,588.0,3.431]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
238.68913,1146,12.33,Gas Giant,0.0,"[238.68913,1146.0,12.33]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1.4,681,0.952,Rocky Planet,1.0,"[1.4,681.0,0.952]","[0.0,10.0]","[0.0,1.0]",1.0
9.7,753,2.469,Rocky Planet,1.0,"[9.7,753.0,2.469]","[0.7607142857142857,9.239285714285714]","[0.07607142857142857,0.9239285714285714]",1.0
260.93843,1634,16.825,Gas Giant,0.0,"[260.93843,1634.0,16.825]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
473.547,2508,17.127,Gas Giant,0.0,"[473.547,2508.0,17.127]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
203.41018,1259,11.153,Gas Giant,0.0,"[203.41018,1259.0,11.153]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
167.17858,1407,10.862,Gas Giant,0.0,"[167.17858,1407.0,10.862]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
13.31,1509,2.83,Gas Giant,0.0,"[13.31,1509.0,2.83]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
213.255,1686,14.28,Gas Giant,0.0,"[213.255,1686.0,14.28]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1.68,2223,1.201,Rocky Planet,1.0,"[1.68,2223.0,1.201]","[0.0,10.0]","[0.0,1.0]",1.0
6.57,368,2.08,Rocky Planet,1.0,"[6.57,368.0,2.08]","[0.0,10.0]","[0.0,1.0]",1.0
953.48522,1080,9.864,Gas Giant,0.0,"[953.48522,1080.0,9.864]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.5,1123,1.551,Rocky Planet,1.0,"[4.5,1123.0,1.551]","[0.0,10.0]","[0.0,1.0]",1.0
502.15,1706,12.184,Gas Giant,0.0,"[502.15,1706.0,12.184]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.8,943,2.45,Rocky Planet,1.0,"[7.8,943.0,2.45]","[0.0,10.0]","[0.0,1.0]",1.0
72.78307,952,12.733,Gas Giant,0.0,"[72.78307,952.0,12.733]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
98.841,1379,16.388,Gas Giant,0.0,"[98.841,1379.0,16.388]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1938.763,1385,12.722,Gas Giant,0.0,"[1938.763,1385.0,12.722]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
23.5,469,2.62,Gas Giant,0.0,"[23.5,469.0,2.62]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
4049.13391,517,11.5,Gas Giant,0.0,"[4049.13391,517.0,11.5]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
699.2225,558,3.31,Gas Giant,0.0,"[699.2225,558.0,3.31]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
7.6,686,2.94,Rocky Planet,1.0,"[7.6,686.0,2.94]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
213.58176,1253,13.384,Gas Giant,0.0,"[213.58176,1253.0,13.384]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
23.51942,1294,6.882,Gas Giant,0.0,"[23.51942,1294.0,6.882]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.64,338,2.064,Rocky Planet,1.0,"[6.64,338.0,2.064]","[0.0,10.0]","[0.0,1.0]",1.0
6.1,743,2.25,Rocky Planet,1.0,"[6.1,743.0,2.25]","[0.0,10.0]","[0.0,1.0]",1.0
106.47305,852,10.054,Gas Giant,0.0,"[106.47305,852.0,10.054]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
211.99155,1177,14.572,Gas Giant,0.0,"[211.99155,1177.0,14.572]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
298.12454,1561,14.83,Gas Giant,0.0,"[298.12454,1561.0,14.83]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.6,381,9.7,Rocky Planet,1.0,"[7.6,381.0,9.7]","[0.0,10.0]","[0.0,1.0]",1.0
1.3,1052,0.979,Rocky Planet,1.0,"[1.3,1052.0,0.979]","[0.0,10.0]","[0.0,1.0]",1.0
3082.951,1710,14.908,Gas Giant,0.0,"[3082.951,1710.0,14.908]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.75,1616,1.95,Rocky Planet,1.0,"[8.75,1616.0,1.95]","[0.0,10.0]","[0.0,1.0]",1.0
39.85588,739,8.097,Gas Giant,0.0,"[39.85588,739.0,8.097]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
436.69623,828,13.058,Gas Giant,0.0,"[436.69623,828.0,13.058]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
187.5197,1680,15.872,Gas Giant,0.0,"[187.5197,1680.0,15.872]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.0,470,3.429,Rocky Planet,1.0,"[7.0,470.0,3.429]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
10.9,1129,2.896,Gas Giant,0.0,"[10.9,1129.0,2.896]","[9.828862229724297,0.17113777027570132]","[0.9828862229724299,0.017113777027570134]",0.0
136.661,1440,10.761,Gas Giant,0.0,"[136.661,1440.0,10.761]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
209.13214,1624,14.123,Gas Giant,0.0,"[209.13214,1624.0,14.123]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
163.36462,1729,16.141,Gas Giant,0.0,"[163.36462,1729.0,16.141]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
597.5204,1856,15.693,Gas Giant,0.0,"[597.5204,1856.0,15.693]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
67.4,424,7.541,Gas Giant,0.0,"[67.4,424.0,7.541]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
170.4,675,11.9,Gas Giant,0.0,"[170.4,675.0,11.9]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
156.05375,772,9.909,Gas Giant,0.0,"[156.05375,772.0,9.909]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
11.0,1488,2.7,Gas Giant,0.0,"[11.0,1488.0,2.7]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
182.43351,1772,18.282,Gas Giant,0.0,"[182.43351,1772.0,18.282]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1147.36055,1061,12.173,Gas Giant,0.0,"[1147.36055,1061.0,12.173]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
607.0553,1636,13.159,Gas Giant,0.0,"[607.0553,1636.0,13.159]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
29.0,458,3.431,Gas Giant,0.0,"[29.0,458.0,3.431]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
27.4,868,9.19,Gas Giant,0.0,"[27.4,868.0,9.19]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
13.6,638,2.93,Gas Giant,0.0,"[13.6,638.0,2.93]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
10.9,1230,3.06,Gas Giant,0.0,"[10.9,1230.0,3.06]","[5.505052705914775,4.494947294085225]","[0.5505052705914775,0.44949472940852253]",0.0
41.8,934,6.028,Gas Giant,0.0,"[41.8,934.0,6.028]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.3,1328,1.43,Rocky Planet,1.0,"[4.3,1328.0,1.43]","[0.0,10.0]","[0.0,1.0]",1.0
270.15415,1716,17.15,Gas Giant,0.0,"[270.15415,1716.0,17.15]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.72,905,1.664,Rocky Planet,1.0,"[4.72,905.0,1.664]","[0.0,10.0]","[0.0,1.0]",1.0
84.857,1082,9.247,Gas Giant,0.0,"[84.857,1082.0,9.247]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
222.47988,352,7.084,Gas Giant,0.0,"[222.47988,352.0,7.084]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
530.77344,1264,12.229,Gas Giant,0.0,"[530.77344,1264.0,12.229]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
118.23217,1622,14.93,Gas Giant,0.0,"[118.23217,1622.0,14.93]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.7,696,2.18,Rocky Planet,1.0,"[6.7,696.0,2.18]","[0.0,10.0]","[0.0,1.0]",1.0
10.18,752,3.94,Gas Giant,0.0,"[10.18,752.0,3.94]","[7.881202131202131,2.118797868797869]","[0.7881202131202131,0.2118797868797869]",0.0
37.1,787,7.5,Gas Giant,0.0,"[37.1,787.0,7.5]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
5.72,1056,1.992,Rocky Planet,1.0,"[5.72,1056.0,1.992]","[0.0,10.0]","[0.0,1.0]",1.0
1.54,508,1.147,Rocky Planet,1.0,"[1.54,508.0,1.147]","[0.0,10.0]","[0.0,1.0]",1.0
17.7,637,2.697,Gas Giant,0.0,"[17.7,637.0,2.697]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
88.99195,718,8.541,Gas Giant,0.0,"[88.99195,718.0,8.541]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
184.02357,1092,11.646,Gas Giant,0.0,"[184.02357,1092.0,11.646]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
638.8383,2140,15.244,Gas Giant,0.0,"[638.8383,2140.0,15.244]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.9,854,3.2,Rocky Planet,1.0,"[7.9,854.0,3.2]","[0.0,10.0]","[0.0,1.0]",1.0
222.481,1518,14.415,Gas Giant,0.0,"[222.481,1518.0,14.415]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
292.40213,1580,16.287,Gas Giant,0.0,"[292.40213,1580.0,16.287]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
333.71983,1750,14.347,Gas Giant,0.0,"[333.71983,1750.0,14.347]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
222.47988,1927,16.141,Gas Giant,0.0,"[222.47988,1927.0,16.141]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.3,641,3.828,Rocky Planet,1.0,"[8.3,641.0,3.828]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
19.1,702,2.48,Gas Giant,0.0,"[19.1,702.0,2.48]","[9.0,1.0]","[0.9,0.1]",0.0
227.0,894,12.87,Gas Giant,0.0,"[227.0,894.0,12.87]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
161.45764,1142,17.71,Gas Giant,0.0,"[161.45764,1142.0,17.71]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
5.58,1309,1.82,Rocky Planet,1.0,"[5.58,1309.0,1.82]","[0.0,10.0]","[0.0,1.0]",1.0
434.1536,1759,16.062,Gas Giant,0.0,"[434.1536,1759.0,16.062]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
248.86089,1896,17.822,Gas Giant,0.0,"[248.86089,1896.0,17.822]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
403.63,1070,12.11,Gas Giant,0.0,"[403.63,1070.0,12.11]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.25,1311,2.16,Rocky Planet,1.0,"[7.25,1311.0,2.16]","[0.0,10.0]","[0.0,1.0]",1.0
168.4499,1659,16.814,Gas Giant,0.0,"[168.4499,1659.0,16.814]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
14.0,673,2.12,Gas Giant,0.0,"[14.0,673.0,2.12]","[10.0,0.0]","[1.0,0.0]",0.0
16.5,811,4.16,Gas Giant,0.0,"[16.5,811.0,4.16]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.32,543,2.0,Rocky Planet,1.0,"[8.32,543.0,2.0]","[0.0,10.0]","[0.0,1.0]",1.0
8.3,751,2.12,Rocky Planet,1.0,"[8.3,751.0,2.12]","[0.0,10.0]","[0.0,1.0]",1.0
10.0,880,3.41,Rocky Planet,1.0,"[10.0,880.0,3.41]","[3.630052705914775,6.369947294085225]","[0.3630052705914775,0.6369947294085225]",1.0
3.9,1838,1.381,Rocky Planet,1.0,"[3.9,1838.0,1.381]","[0.0,10.0]","[0.0,1.0]",1.0
375.02,2013,13.45,Gas Giant,0.0,"[375.02,2013.0,13.45]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
12.6,415,2.55,Gas Giant,0.0,"[12.6,415.0,2.55]","[9.833333333333334,0.16666666666666666]","[0.9833333333333334,0.016666666666666666]",0.0
5.11,501,2.078,Rocky Planet,1.0,"[5.11,501.0,2.078]","[0.0,10.0]","[0.0,1.0]",1.0
1.86,716,1.13,Rocky Planet,1.0,"[1.86,716.0,1.13]","[0.0,10.0]","[0.0,1.0]",1.0
28.0,850,5.0,Gas Giant,0.0,"[28.0,850.0,5.0]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2.0,976,1.199,Rocky Planet,1.0,"[2.0,976.0,1.199]","[0.0,10.0]","[0.0,1.0]",1.0
4.9,1276,2.49,Rocky Planet,1.0,"[4.9,1276.0,2.49]","[0.0,10.0]","[0.0,1.0]",1.0
3.07,1862,1.28,Rocky Planet,1.0,"[3.07,1862.0,1.28]","[0.0,10.0]","[0.0,1.0]",1.0
2.3,410,1.51,Rocky Planet,1.0,"[2.3,410.0,1.51]","[0.0,10.0]","[0.0,1.0]",1.0
6.1,851,2.209,Rocky Planet,1.0,"[6.1,851.0,2.209]","[0.0,10.0]","[0.0,1.0]",1.0
270.47333,918,11.882,Gas Giant,0.0,"[270.47333,918.0,11.882]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
238.05467,1540,15.614,Gas Giant,0.0,"[238.05467,1540.0,15.614]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
11.13,564,3.0,Gas Giant,0.0,"[11.13,564.0,3.0]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
9.1,941,2.765,Rocky Planet,1.0,"[9.1,941.0,2.765]","[0.0,10.0]","[0.0,1.0]",1.0
194.82881,1327,14.202,Gas Giant,0.0,"[194.82881,1327.0,14.202]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
360.09959,1701,18.495,Gas Giant,0.0,"[360.09959,1701.0,18.495]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
718.2958,2166,15.637,Gas Giant,0.0,"[718.2958,2166.0,15.637]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
875.61726,348,11.321,Gas Giant,0.0,"[875.61726,348.0,11.321]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
89.4,1200,12.349,Gas Giant,0.0,"[89.4,1200.0,12.349]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
10.5,1486,1.71,Gas Giant,0.0,"[10.5,1486.0,1.71]","[4.285714285714286,5.714285714285714]","[0.42857142857142855,0.5714285714285714]",1.0
4.23,425,2.62,Rocky Planet,1.0,"[4.23,425.0,2.62]","[0.0,10.0]","[0.0,1.0]",1.0
295.5819,1345,12.218,Gas Giant,0.0,"[295.5819,1345.0,12.218]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
731.00534,1375,12.778,Gas Giant,0.0,"[731.00534,1375.0,12.778]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
441.77,2212,15.278,Gas Giant,0.0,"[441.77,2212.0,15.278]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
9.5,1037,2.726,Rocky Planet,1.0,"[9.5,1037.0,2.726]","[0.0,10.0]","[0.0,1.0]",1.0
1144.18227,1166,11.893,Gas Giant,0.0,"[1144.18227,1166.0,11.893]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
200.2329,1840,18.271,Gas Giant,0.0,"[200.2329,1840.0,18.271]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
9.9,633,3.29,Rocky Planet,1.0,"[9.9,633.0,3.29]","[5.3459617968238655,4.6540382031761345]","[0.5345961796823866,0.46540382031761346]",0.0
95.3,1415,14.116,Gas Giant,0.0,"[95.3,1415.0,14.116]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
17.2,460,2.49,Gas Giant,0.0,"[17.2,460.0,2.49]","[9.833333333333334,0.16666666666666666]","[0.9833333333333334,0.016666666666666666]",0.0
11.24,677,2.916,Gas Giant,0.0,"[11.24,677.0,2.916]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
940.74,1017,13.068,Gas Giant,0.0,"[940.74,1017.0,13.068]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
200.22,1078,10.76,Gas Giant,0.0,"[200.22,1078.0,10.76]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
55.30242,1526,9.55,Gas Giant,0.0,"[55.30242,1526.0,9.55]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
546.66486,2090,18.416,Gas Giant,0.0,"[546.66486,2090.0,18.416]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
266.9772,420,11.949,Gas Giant,0.0,"[266.9772,420.0,11.949]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.3,523,1.31,Rocky Planet,1.0,"[7.3,523.0,1.31]","[0.0,10.0]","[0.0,1.0]",1.0
330.54154,1646,18.495,Gas Giant,0.0,"[330.54154,1646.0,18.495]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
19.5,426,2.749,Gas Giant,0.0,"[19.5,426.0,2.749]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
58.7,947,10.3,Gas Giant,0.0,"[58.7,947.0,10.3]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.7,993,3.297,Rocky Planet,1.0,"[8.7,993.0,3.297]","[0.0,10.0]","[0.0,1.0]",1.0
78.5,1439,6.41,Gas Giant,0.0,"[78.5,1439.0,6.41]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2.8,1842,1.47,Rocky Planet,1.0,"[2.8,1842.0,1.47]","[0.0,10.0]","[0.0,1.0]",1.0
6.8,384,2.122,Rocky Planet,1.0,"[6.8,384.0,2.122]","[0.0,10.0]","[0.0,1.0]",1.0
