Planet_Mass_Earth,Equilibrium_Temperature,Planet_Radius_Earth,Category,Category_Index,features_cat,rawPrediction,probability,prediction
13.2,651,2.76,Gas Giant,0.0,"[13.2,651.0,2.76]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
20.31,907,5.93,Gas Giant,0.0,"[20.31,907.0,5.93]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
67.059,963,10.749,Gas Giant,0.0,"[67.059,963.0,10.749]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1767.0,1363,12.419,Gas Giant,0.0,"[1767.0,1363.0,12.419]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.27,789,2.043,Rocky Planet,1.0,"[6.27,789.0,2.043]","[0.0,10.0]","[0.0,1.0]",1.0
324.18498,801,12.599,Gas Giant,0.0,"[324.18498,801.0,12.599]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
73.2,1479,3.46,Gas Giant,0.0,"[73.2,1479.0,3.46]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
14.3,490,2.73,Gas Giant,0.0,"[14.3,490.0,2.73]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
1112.39942,592,12.106,Gas Giant,0.0,"[1112.39942,592.0,12.106]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
637.0,705,12.17,Gas Giant,0.0,"[637.0,705.0,12.17]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
3.03,1062,1.468,Rocky Planet,1.0,"[3.03,1062.0,1.468]","[0.0,10.0]","[0.0,1.0]",1.0
335.94463,1505,10.077,Gas Giant,0.0,"[335.94463,1505.0,10.077]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.0,439,9.0,Rocky Planet,1.0,"[4.0,439.0,9.0]","[0.0,10.0]","[0.0,1.0]",1.0
232.0159,1171,13.339,Gas Giant,0.0,"[232.0159,1171.0,13.339]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
44.17815,1254,16.41,Gas Giant,0.0,"[44.17815,1254.0,16.41]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
5.681,506,3.25,Rocky Planet,1.0,"[5.681,506.0,3.25]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
96.0,708,8.047,Gas Giant,0.0,"[96.0,708.0,8.047]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.28,1035,1.44,Rocky Planet,1.0,"[4.28,1035.0,1.44]","[0.0,10.0]","[0.0,1.0]",1.0
16.137,1317,3.186,Gas Giant,0.0,"[16.137,1317.0,3.186]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
699.2,1620,13.11,Gas Giant,0.0,"[699.2,1620.0,13.11]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1595.4986,3646,15.098,Gas Giant,0.0,"[1595.4986,3646.0,15.098]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
101.38777,713,11.187,Gas Giant,0.0,"[101.38777,713.0,11.187]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
657.0,783,9.86,Gas Giant,0.0,"[657.0,783.0,9.86]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.51,1001,1.64,Rocky Planet,1.0,"[7.51,1001.0,1.64]","[0.0,10.0]","[0.0,1.0]",1.0
14.0,510,1.95,Gas Giant,0.0,"[14.0,510.0,1.95]","[10.0,0.0]","[1.0,0.0]",0.0
120.45697,995,9.169,Gas Giant,0.0,"[120.45697,995.0,9.169]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.07,998,1.63,Rocky Planet,1.0,"[4.07,998.0,1.63]","[0.0,10.0]","[0.0,1.0]",1.0
180.84527,1182,12.722,Gas Giant,0.0,"[180.84527,1182.0,12.722]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
711.9392,1834,15.491,Gas Giant,0.0,"[711.9392,1834.0,15.491]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
35.0,208,1.41,Gas Giant,0.0,"[35.0,208.0,1.41]","[10.0,0.0]","[1.0,0.0]",0.0
2.22,553,1.385,Rocky Planet,1.0,"[2.22,553.0,1.385]","[0.0,10.0]","[0.0,1.0]",1.0
340.382,1648,15.48,Gas Giant,0.0,"[340.382,1648.0,15.48]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
324.2,478,13.49,Gas Giant,0.0,"[324.2,478.0,13.49]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1900.61387,799,11.209,Gas Giant,0.0,"[1900.61387,799.0,11.209]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
198.953,1384,13.585,Gas Giant,0.0,"[198.953,1384.0,13.585]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
740.51,1657,16.03,Gas Giant,0.0,"[740.51,1657.0,16.03]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2955.80419,860,10.424,Gas Giant,0.0,"[2955.80419,860.0,10.424]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
43.86032,1027,7.163,Gas Giant,0.0,"[43.86032,1027.0,7.163]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
165.27077,1499,13.608,Gas Giant,0.0,"[165.27077,1499.0,13.608]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
13.2,598,2.82,Gas Giant,0.0,"[13.2,598.0,2.82]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
25.1,957,11.89,Gas Giant,0.0,"[25.1,957.0,11.89]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
292.4036,1437,14.0,Gas Giant,0.0,"[292.4036,1437.0,14.0]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
212.31044,1460,14.617,Gas Giant,0.0,"[212.31044,1460.0,14.617]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.42,2141,1.72,Rocky Planet,1.0,"[7.42,2141.0,1.72]","[0.0,10.0]","[0.0,1.0]",1.0
1017.0509,872,13.316,Gas Giant,0.0,"[1017.0509,872.0,13.316]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
177.9848,1161,11.96,Gas Giant,0.0,"[177.9848,1161.0,11.96]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
425.57437,1284,14.863,Gas Giant,0.0,"[425.57437,1284.0,14.863]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
11.0,1441,3.02,Gas Giant,0.0,"[11.0,1441.0,3.02]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
174.4878,1566,13.451,Gas Giant,0.0,"[174.4878,1566.0,13.451]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2.44,1694,1.497,Rocky Planet,1.0,"[2.44,1694.0,1.497]","[0.0,10.0]","[0.0,1.0]",1.0
2.68,372,1.582,Rocky Planet,1.0,"[2.68,372.0,1.582]","[0.0,10.0]","[0.0,1.0]",1.0
246.00042,676,11.276,Gas Giant,0.0,"[246.00042,676.0,11.276]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
178.30263,1604,14.617,Gas Giant,0.0,"[178.30263,1604.0,14.617]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
750.07504,1357,14.908,Gas Giant,0.0,"[750.07504,1357.0,14.908]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
886.7457,1590,11.994,Gas Giant,0.0,"[886.7457,1590.0,11.994]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
3.8,1592,1.536,Rocky Planet,1.0,"[3.8,1592.0,1.536]","[0.0,10.0]","[0.0,1.0]",1.0
68.2,2155,7.16,Gas Giant,0.0,"[68.2,2155.0,7.16]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
3241.84975,2429,13.899,Gas Giant,0.0,"[3241.84975,2429.0,13.899]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
9.7,1187,1.773,Rocky Planet,1.0,"[9.7,1187.0,1.773]","[0.7607142857142857,9.239285714285714]","[0.07607142857142857,0.9239285714285714]",1.0
7.34184,1366,1.708,Rocky Planet,1.0,"[7.34184,1366.0,1.708]","[0.0,10.0]","[0.0,1.0]",1.0
4.53,979,1.42,Rocky Planet,1.0,"[4.53,979.0,1.42]","[0.0,10.0]","[0.0,1.0]",1.0
346.4347,1459,11.545,Gas Giant,0.0,"[346.4347,1459.0,11.545]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
467.2101,1942,17.901,Gas Giant,0.0,"[467.2101,1942.0,17.901]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
664.237,2056,15.334,Gas Giant,0.0,"[664.237,2056.0,15.334]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
390.9309,833,9.976,Gas Giant,0.0,"[390.9309,833.0,9.976]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.4,949,2.49,Rocky Planet,1.0,"[7.4,949.0,2.49]","[0.0,10.0]","[0.0,1.0]",1.0
55.61997,1295,12.274,Gas Giant,0.0,"[55.61997,1295.0,12.274]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
6.5,620,2.48,Rocky Planet,1.0,"[6.5,620.0,2.48]","[0.0,10.0]","[0.0,1.0]",1.0
4.2,754,2.075,Rocky Planet,1.0,"[4.2,754.0,2.075]","[0.0,10.0]","[0.0,1.0]",1.0
112.19399,835,8.575,Gas Giant,0.0,"[112.19399,835.0,8.575]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2.53,996,1.24,Rocky Planet,1.0,"[2.53,996.0,1.24]","[0.0,10.0]","[0.0,1.0]",1.0
392.83788,1252,13.115,Gas Giant,0.0,"[392.83788,1252.0,13.115]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1458.83239,1391,12.711,Gas Giant,0.0,"[1458.83239,1391.0,12.711]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
82.6358,650,8.676,Gas Giant,0.0,"[82.6358,650.0,8.676]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
11.4,578,2.355,Gas Giant,0.0,"[11.4,578.0,2.355]","[9.833333333333334,0.16666666666666666]","[0.9833333333333334,0.016666666666666666]",0.0
172.58169,1244,13.585,Gas Giant,0.0,"[172.58169,1244.0,13.585]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
3.48,1517,1.62,Rocky Planet,1.0,"[3.48,1517.0,1.62]","[0.0,10.0]","[0.0,1.0]",1.0
251.40353,1715,12.173,Gas Giant,0.0,"[251.40353,1715.0,12.173]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
15.6,1012,4.32,Gas Giant,0.0,"[15.6,1012.0,4.32]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
420.471,1315,11.433,Gas Giant,0.0,"[420.471,1315.0,11.433]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
29.875,984,8.059,Gas Giant,0.0,"[29.875,984.0,8.059]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
327.35,1898,16.7,Gas Giant,0.0,"[327.35,1898.0,16.7]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.78,387,2.133,Rocky Planet,1.0,"[4.78,387.0,2.133]","[0.0,10.0]","[0.0,1.0]",1.0
7.72,521,2.287,Rocky Planet,1.0,"[7.72,521.0,2.287]","[0.0,10.0]","[0.0,1.0]",1.0
305.1168,1487,14.908,Gas Giant,0.0,"[305.1168,1487.0,14.908]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
105.83686,1534,10.368,Gas Giant,0.0,"[105.83686,1534.0,10.368]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
676.9779,1610,12.644,Gas Giant,0.0,"[676.9779,1610.0,12.644]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
127.13136,565,9.303,Gas Giant,0.0,"[127.13136,565.0,9.303]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
371.528,1271,13.204,Gas Giant,0.0,"[371.528,1271.0,13.204]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
21.3,1372,2.49,Gas Giant,0.0,"[21.3,1372.0,2.49]","[10.0,0.0]","[1.0,0.0]",0.0
11.26782,1515,3.3,Gas Giant,0.0,"[11.26782,1515.0,3.3]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
408.72733,400,11.814,Gas Giant,0.0,"[408.72733,400.0,11.814]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
258.07796,790,14.908,Gas Giant,0.0,"[258.07796,790.0,14.908]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
196.0,377,10.55,Gas Giant,0.0,"[196.0,377.0,10.55]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
7.943,585,4.23,Rocky Planet,1.0,"[7.943,585.0,4.23]","[0.0,10.0]","[0.0,1.0]",1.0
6.26,1329,1.841,Rocky Planet,1.0,"[6.26,1329.0,1.841]","[0.0,10.0]","[0.0,1.0]",1.0
899.45439,1802,14.359,Gas Giant,0.0,"[899.45439,1802.0,14.359]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
388.38826,2037,16.41,Gas Giant,0.0,"[388.38826,2037.0,16.41]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
5.4,916,2.37,Rocky Planet,1.0,"[5.4,916.0,2.37]","[0.0,10.0]","[0.0,1.0]",1.0
54.98459,1054,10.122,Gas Giant,0.0,"[54.98459,1054.0,10.122]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
11.8,1242,3.52,Gas Giant,0.0,"[11.8,1242.0,3.52]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
216.12332,1567,15.805,Gas Giant,0.0,"[216.12332,1567.0,15.805]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
471.65972,1778,14.773,Gas Giant,0.0,"[471.65972,1778.0,14.773]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
279.6904,1823,18.383,Gas Giant,0.0,"[279.6904,1823.0,18.383]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1694.0339,1998,15.816,Gas Giant,0.0,"[1694.0339,1998.0,15.816]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
17.2,622,2.582,Gas Giant,0.0,"[17.2,622.0,2.582]","[9.833333333333334,0.16666666666666666]","[0.9833333333333334,0.016666666666666666]",0.0
584.78,704,12.341,Gas Giant,0.0,"[584.78,704.0,12.341]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
147.15455,703,7.23,Gas Giant,0.0,"[147.15455,703.0,7.23]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1080.622,1226,13.395,Gas Giant,0.0,"[1080.622,1226.0,13.395]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1172.7927,1880,13.451,Gas Giant,0.0,"[1172.7927,1880.0,13.451]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
371.8611,2061,16.141,Gas Giant,0.0,"[371.8611,2061.0,16.141]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
61.5,867,5.82,Gas Giant,0.0,"[61.5,867.0,5.82]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2302.899,970,9.718,Gas Giant,0.0,"[2302.899,970.0,9.718]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
587.41341,1781,14.314,Gas Giant,0.0,"[587.41341,1781.0,14.314]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.23,493,1.71,Rocky Planet,1.0,"[4.23,493.0,1.71]","[0.0,10.0]","[0.0,1.0]",1.0
10.48,911,2.884,Gas Giant,0.0,"[10.48,911.0,2.884]","[8.828862229724297,1.1711377702757013]","[0.8828862229724299,0.11711377702757016]",0.0
7.7,1173,0.86,Rocky Planet,1.0,"[7.7,1173.0,0.86]","[0.0,10.0]","[0.0,1.0]",1.0
165.26,1600,14.12,Gas Giant,0.0,"[165.26,1600.0,14.12]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1678.1424,388,12.42,Gas Giant,0.0,"[1678.1424,388.0,12.42]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
295.58042,962,13.563,Gas Giant,0.0,"[295.58042,962.0,13.563]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
117.27927,853,12.52,Gas Giant,0.0,"[117.27927,853.0,12.52]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
260.61929,1431,13.641,Gas Giant,0.0,"[260.61929,1431.0,13.641]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.97,2103,1.51,Rocky Planet,1.0,"[4.97,2103.0,1.51]","[0.0,10.0]","[0.0,1.0]",1.0
10.8,443,3.14,Gas Giant,0.0,"[10.8,443.0,3.14]","[6.203104653966722,3.796895346033277]","[0.6203104653966722,0.37968953460332766]",0.0
4.66,1133,1.478,Rocky Planet,1.0,"[4.66,1133.0,1.478]","[0.0,10.0]","[0.0,1.0]",1.0
4.82,326,1.672,Rocky Planet,1.0,"[4.82,326.0,1.672]","[0.0,10.0]","[0.0,1.0]",1.0
5.4,435,2.52,Rocky Planet,1.0,"[5.4,435.0,2.52]","[0.0,10.0]","[0.0,1.0]",1.0
305.11527,500,10.402,Gas Giant,0.0,"[305.11527,500.0,10.402]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
44.0,563,7.9,Gas Giant,0.0,"[44.0,563.0,7.9]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
15.2,886,4.35,Gas Giant,0.0,"[15.2,886.0,4.35]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
9.95,1323,1.791,Rocky Planet,1.0,"[9.95,1323.0,1.791]","[0.7607142857142857,9.239285714285714]","[0.07607142857142857,0.9239285714285714]",1.0
479.9233,1742,15.468,Gas Giant,0.0,"[479.9233,1742.0,15.468]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
321.00669,134,10.16,Gas Giant,0.0,"[321.00669,134.0,10.16]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
16.0,529,2.744,Gas Giant,0.0,"[16.0,529.0,2.744]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
15.68,741,3.53,Gas Giant,0.0,"[15.68,741.0,3.53]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
5.14,920,1.538,Rocky Planet,1.0,"[5.14,920.0,1.538]","[0.0,10.0]","[0.0,1.0]",1.0
215.80657,1377,15.681,Gas Giant,0.0,"[215.80657,1377.0,15.681]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
9.1,862,2.451,Rocky Planet,1.0,"[9.1,862.0,2.451]","[0.0,10.0]","[0.0,1.0]",1.0
299.07803,1850,15.031,Gas Giant,0.0,"[299.07803,1850.0,15.031]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
2.8,540,2.995,Rocky Planet,1.0,"[2.8,540.0,2.995]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
86.7,694,8.7,Gas Giant,0.0,"[86.7,694.0,8.7]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
71.51139,1091,8.608,Gas Giant,0.0,"[71.51139,1091.0,8.608]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
638.0,1358,13.4,Gas Giant,0.0,"[638.0,1358.0,13.4]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
594.3421,1638,13.473,Gas Giant,0.0,"[594.3421,1638.0,13.473]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
22.7,422,2.61,Gas Giant,0.0,"[22.7,422.0,2.61]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
139.8445,1205,17.262,Gas Giant,0.0,"[139.8445,1205.0,17.262]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
13.71,1241,1.362,Gas Giant,0.0,"[13.71,1241.0,1.362]","[10.0,0.0]","[1.0,0.0]",0.0
51.1,1513,5.77,Gas Giant,0.0,"[51.1,1513.0,5.77]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
26.57,546,2.607,Gas Giant,0.0,"[26.57,546.0,2.607]","[9.953862229724297,0.04613777027570131]","[0.99538622297243,0.004613777027570132]",0.0
365.50267,1669,16.119,Gas Giant,0.0,"[365.50267,1669.0,16.119]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
8.9,538,2.93,Rocky Planet,1.0,"[8.9,538.0,2.93]","[0.09090909090909091,9.90909090909091]","[0.009090909090909089,0.9909090909090909]",1.0
135.39558,1400,7.656,Gas Giant,0.0,"[135.39558,1400.0,7.656]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
1722.6386,1198,10.817,Gas Giant,0.0,"[1722.6386,1198.0,10.817]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
129.99182,1381,13.563,Gas Giant,0.0,"[129.99182,1381.0,13.563]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
460.83,511,10.54,Gas Giant,0.0,"[460.83,511.0,10.54]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
4.3,610,1.014,Rocky Planet,1.0,"[4.3,610.0,1.014]","[0.0,10.0]","[0.0,1.0]",1.0
4.36,782,1.511,Rocky Planet,1.0,"[4.36,782.0,1.511]","[0.0,10.0]","[0.0,1.0]",1.0
34.4,917,5.333,Gas Giant,0.0,"[34.4,917.0,5.333]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
75.323,1025,10.223,Gas Giant,0.0,"[75.323,1025.0,10.223]","[9.988344988344988,0.011655011655011656]","[0.9988344988344988,0.0011655011655011655]",0.0
